1;0;3082.00;9.70;1305.00;0.00;0.36
2;0;2848.00;9.90;350.00;0.00;0.60
3;0;2418.00;9.80;2027.00;0.00;0.76
4;0;2552.00;10.00;1020.00;0.00;0.48
5;0;2356.00;14.80;1125.00;0.00;0.24
6;0;2238.00;10.10;1656.00;0.00;0.36
7;0;2861.00;9.70;1342.00;0.00;0.48
8;0;2724.00;11.75;1023.00;0.00;0.44
9;0;2874.00;10.60;1460.00;0.00;0.56
10;0;3284.00;10.00;894.00;0.00;0.52
11;0;3337.00;9.80;1105.00;0.00;0.52
12;0;3162.00;9.70;1470.00;0.00;0.52
13;0;2370.00;10.00;1279.00;0.00;0.52
14;0;2063.00;9.90;1386.00;0.00;0.44
15;0;2126.00;11.50;905.00;0.00;0.48
16;0;2548.00;12.87;1399.00;0.00;0.56
17;0;2467.00;9.87;1078.00;0.00;0.40
18;0;3111.00;9.70;455.00;0.00;0.44
19;0;2829.00;9.70;1108.00;0.00;0.40
20;0;3392.00;16.07;1082.00;0.00;0.36
21;0;2248.00;9.70;1404.00;0.00;0.52
22;0;3504.00;9.70;979.00;0.00;0.36
23;0;3342.00;9.70;788.00;0.00;0.48
24;0;3049.00;9.70;1985.00;0.00;0.72
25;0;3180.00;9.70;816.00;0.00;0.36
26;0;2451.00;14.95;1249.00;0.00;0.52
27;0;2918.00;10.10;1635.00;0.00;0.60
28;0;3013.00;10.80;992.00;0.00;0.52
29;0;2042.00;9.70;1350.00;0.00;0.40
30;0;2806.00;14.27;1633.00;0.00;0.56
31;0;3119.00;9.70;1161.00;0.00;0.48
32;0;3043.00;10.05;323.00;0.00;0.48
33;0;3014.00;9.70;1220.00;0.00;0.40
34;0;2492.00;9.70;1434.00;0.00;0.44
35;0;2166.00;9.92;1060.00;0.00;0.44
36;0;2550.00;9.70;1065.00;0.00;0.44
37;0;3084.00;9.82;1502.00;0.00;0.60
38;0;3058.00;9.70;1313.00;0.00;0.36
39;0;3243.00;9.70;961.00;0.00;0.44
40;0;2433.00;9.70;1660.00;0.00;0.64
41;0;2960.00;10.30;1319.00;0.00;0.44
42;0;3057.00;10.60;1067.00;0.00;0.56
43;0;2335.00;11.15;1644.00;0.00;0.72
44;0;2997.00;13.55;374.00;0.00;0.56
45;0;3487.00;9.80;752.00;0.00;0.44
46;0;2816.00;10.57;1463.00;0.00;0.56
47;0;2846.00;10.20;1333.00;0.00;0.48
48;0;2983.00;10.52;1469.00;0.00;0.56
49;0;2773.00;10.90;1470.00;0.00;0.56
50;0;2203.00;10.30;729.00;0.00;0.48
51;0;3434.00;9.85;910.00;0.00;0.48
52;0;2768.00;9.70;1742.00;0.00;0.52
53;0;2565.00;10.02;1962.00;0.00;0.76
54;0;2823.00;9.90;1128.00;0.00;0.44
55;0;3249.00;9.75;382.00;0.00;0.44
56;0;2142.00;9.70;1309.00;0.00;0.48
57;0;2485.00;9.70;1704.00;0.00;0.56
58;0;2607.00;10.50;1050.00;0.00;0.44
59;0;3251.00;11.62;1085.00;0.00;0.56
60;0;3206.00;10.65;950.00;0.00;0.40
61;0;2542.00;10.70;1208.00;0.00;0.48
62;0;2059.00;9.70;1099.00;0.00;0.36
63;0;3270.00;10.15;1127.00;0.00;0.48
64;0;2373.00;12.30;1118.00;0.00;0.24
65;0;3185.00;9.70;1456.00;0.00;0.44
66;0;2642.00;9.70;1240.00;0.00;0.40
67;0;3074.00;9.80;980.00;0.00;0.60
68;0;2542.00;17.65;1348.00;0.00;0.40
69;0;2129.00;9.85;780.00;0.00;0.44
70;0;2247.00;10.70;1163.00;0.00;0.48
71;0;3140.00;10.42;364.00;0.00;0.52
72;0;2774.00;9.70;979.00;0.00;0.40
73;0;2527.00;13.00;1455.00;0.00;0.56
74;0;2513.00;9.70;1879.00;0.00;0.64
75;0;2781.00;9.70;1816.00;0.00;0.64
76;0;2960.00;11.00;1476.00;0.00;0.56
77;0;2161.00;10.70;1043.00;0.00;0.36
78;0;3018.00;12.52;507.00;0.00;0.48
79;0;3188.00;11.80;1021.00;0.00;0.44
80;0;3494.00;9.70;1267.00;0.00;0.44
81;0;3130.00;10.40;404.00;0.00;0.48
82;0;2922.00;11.70;1135.00;0.00;0.44
83;0;2645.00;10.00;1586.00;0.00;0.64
84;0;3319.00;10.97;897.00;0.00;0.52
85;0;2637.00;9.72;1756.00;0.00;0.60
86;0;2207.00;10.00;1020.00;0.00;0.44
87;0;3081.00;9.70;1271.00;0.00;0.40
88;0;3314.00;13.25;980.00;0.00;0.44
89;0;2258.00;9.70;1738.00;0.00;0.60
90;0;2044.00;9.90;1384.00;0.00;0.48
91;0;2323.00;9.70;1553.00;0.00;0.48
92;0;2732.00;16.97;1943.00;0.00;0.56
93;0;2891.00;10.37;1563.00;0.00;0.60
94;0;2374.00;10.70;1566.00;0.00;0.44
95;0;2969.00;9.87;1061.00;0.00;0.48
96;0;2210.00;10.80;1157.00;0.00;0.40
97;0;2455.00;10.00;2015.00;0.00;0.72
98;0;2597.00;9.80;1585.00;0.00;0.44
99;0;3141.00;10.85;930.00;0.00;0.48
100;0;2844.00;10.25;1447.00;0.00;0.64
101;0;2307.00;9.70;1284.00;0.00;0.52
102;0;2204.00;9.75;860.00;0.00;0.36
103;0;3421.00;9.87;1295.00;0.00;0.44
104;0;2659.00;9.70;1463.00;0.00;0.48
105;0;3057.00;10.75;375.00;0.00;0.52
106;0;2726.00;15.92;1980.00;0.00;0.76
107;0;2220.00;10.00;1206.00;0.00;0.44
108;0;2885.00;10.80;398.00;0.00;0.48
109;0;2635.00;9.70;1810.00;0.00;0.76
110;0;3303.00;9.92;1593.00;0.00;0.60
111;0;2626.00;9.70;1891.00;0.00;0.64
112;0;2892.00;9.72;1081.00;0.00;0.40
113;0;2480.00;9.70;989.00;0.00;0.40
114;0;2690.00;10.72;1922.00;0.00;0.88
115;0;2922.00;9.70;1305.00;0.00;0.52
116;0;2907.00;11.20;1163.00;0.00;0.44
117;0;2886.00;11.15;1490.00;0.00;0.60
118;0;2273.00;9.70;1112.00;0.00;0.48
119;0;3073.00;9.70;1149.00;0.00;0.44
120;0;2269.00;10.02;1317.00;0.00;0.48
121;0;2488.00;15.67;1261.00;0.00;0.48
122;0;3498.00;9.70;765.00;0.00;0.44
123;0;2989.00;9.70;1440.00;0.00;0.56
124;0;3463.00;10.30;739.00;0.00;0.44
125;0;3222.00;10.57;790.00;0.00;0.44
126;0;2512.00;9.70;1796.00;0.00;0.48
127;0;3083.00;9.85;2025.00;0.00;0.64
128;0;2505.00;11.92;1463.00;0.00;0.24
129;0;2596.00;15.00;1465.00;0.00;0.48
130;0;3069.00;10.00;324.00;0.00;0.52
131;0;2489.00;10.65;1026.00;0.00;0.48
132;0;2541.00;16.12;1372.00;0.00;0.56
133;0;2888.00;9.85;1443.00;0.00;0.60
134;0;2419.00;9.90;1738.00;0.00;0.60
135;0;2860.00;9.95;1109.00;0.00;0.52
136;0;2259.00;10.10;1687.00;0.00;0.48
137;0;3043.00;10.05;1521.00;0.00;0.60
138;0;2916.00;9.75;304.00;0.00;0.52
139;0;3184.00;9.70;1705.00;0.00;0.60
140;0;2701.00;11.45;1019.00;0.00;0.48
141;0;2225.00;9.70;878.00;0.00;0.44
142;0;2652.00;10.02;1934.00;0.00;0.64
143;0;3077.00;9.70;1021.00;0.00;0.32
144;0;2085.00;9.70;1074.00;0.00;0.48
145;0;2283.00;10.30;1720.00;0.00;0.60
146;0;3413.00;10.85;724.00;0.00;0.44
147;0;2421.00;14.22;1186.00;0.00;0.48
148;0;2414.00;10.52;1246.00;0.00;0.44
149;0;3334.00;9.70;2018.00;0.00;0.64
150;0;2676.00;9.70;1804.00;0.00;0.72
151;0;3410.00;9.77;1147.00;0.00;0.44
152;0;2045.00;10.25;1049.00;0.00;0.40
153;0;2752.00;11.72;1035.00;0.00;0.48
154;0;2399.00;14.97;1156.00;0.00;0.52
155;0;2839.00;9.70;1385.00;0.00;0.52
156;0;2274.00;10.95;1152.00;0.00;0.44
157;0;2767.00;9.70;1805.00;0.00;0.52
158;0;3440.00;10.70;1426.00;0.00;0.40
159;0;2642.00;10.00;1274.00;0.00;0.40
160;0;2336.00;12.70;1120.00;0.00;0.44
161;0;2445.00;9.90;1475.00;0.00;0.44
162;0;2873.00;14.80;2018.00;0.00;0.76
163;0;2540.00;9.70;1140.00;0.00;0.36
164;0;2354.00;9.77;1903.00;0.00;0.56
165;0;3057.00;9.85;443.00;0.00;0.60
166;0;2345.00;9.70;1246.00;0.00;0.48
167;0;2393.00;10.40;1740.00;0.00;0.72
168;0;2005.00;9.90;1125.00;0.00;0.44
169;0;2110.00;10.70;900.00;0.00;0.40
170;0;2561.00;10.02;1664.00;0.00;0.56
171;0;2988.00;10.60;1052.00;0.00;0.44
172;0;2756.00;10.30;1100.00;0.00;0.40
173;0;3359.00;9.70;751.00;0.00;0.40
174;0;3085.00;9.70;227.00;0.00;0.52
175;0;2158.00;11.45;1008.00;0.00;0.44
176;0;2362.00;10.42;1626.00;0.00;0.56
177;0;2794.00;14.87;1895.00;0.00;0.68
178;0;2650.00;10.47;1078.00;0.00;0.44
179;0;2367.00;11.27;1600.00;0.00;0.64
180;0;2718.00;11.80;1047.00;0.00;0.48
181;0;3051.00;9.90;2024.00;0.00;0.72
182;0;2998.00;9.70;1253.00;0.00;0.40
183;0;2976.00;10.35;1259.00;0.00;0.48
184;0;3045.00;10.35;429.00;0.00;0.48
