1;arms_factory;2290.00;9.70;2018.00;4.39;0
1;arms_factory;2317.00;9.85;2020.00;3.66;0
1;arms_factory;2302.00;9.73;2016.00;0.04;0
1;arms_factory;2362.00;9.80;2037.00;2.70;0
1;arms_factory;2334.00;9.82;2034.00;5.72;0
1;arms_factory;2283.00;9.70;2007.00;0.64;0
1;industrial_complex;2317.00;9.70;1998.00;4.76;0
1;industrial_complex;2315.00;9.70;1994.00;2.61;0
1;industrial_complex;2341.00;9.90;2026.00;2.71;0
1;industrial_complex;2280.00;9.70;2029.00;0.55;0
1;industrial_complex;2313.00;9.73;2021.00;3.21;0
1;industrial_complex;2298.00;9.80;2017.00;4.77;0
1;air_base;2352.00;9.70;2038.00;1.16;0
1;supply_node;2310.00;9.70;1988.00;0.41;0
1;supply_node;2346.00;9.90;2026.00;1.89;0
1;supply_node;2342.00;9.70;1992.00;5.93;0
1;supply_node;2281.00;9.70;2029.00;1.13;0
1;supply_node;2312.00;9.80;2025.00;4.07;0
1;bunker;2341.00;9.70;1999.00;0.11;0
1;bunker;2318.00;10.10;2043.00;1.67;0
1;bunker;2273.00;9.70;2035.00;5.79;0
1;bunker;2333.00;9.73;2011.00;0.71;0
1;bunker;2301.00;9.70;1985.00;4.83;0
1;coastal_bunker;2351.00;9.70;1995.00;0.40;0
1;coastal_bunker;2301.00;9.50;1979.00;-0.07;0
1;coastal_bunker;2272.00;9.50;2023.00;-1.22;0
1;stronghold_network;2359.00;9.80;2027.00;2.17;0
1;dockyard;2332.00;9.70;1975.00;0.40;0
1;anti_air_building;2319.00;9.70;1991.00;1.22;0
1;anti_air_building;2313.00;9.70;1987.00;5.34;0
1;anti_air_building;2329.00;9.82;2020.00;5.45;0
1;synthetic_refinery;2281.00;9.70;2020.00;3.29;0
1;fuel_silo;2327.00;9.80;2013.00;5.95;0
1;radar_station;2312.00;9.80;2006.00;3.84;0
1;nuclear_reactor_spawn;2340.00;9.80;2032.00;3.89;0
1;special_project_facility_spawn;2350.00;9.70;2004.00;1.73;0
1;special_project_facility_spawn;2316.00;9.70;1990.00;4.40;0
1;special_project_facility_spawn;2333.00;9.88;2027.00;0.78;0
1;special_project_facility_spawn;2303.00;9.90;2033.00;2.34;0
1;special_project_facility_spawn;2282.00;9.70;2039.00;0.18;0
1;rocket_site_spawn;2307.00;9.75;2019.00;2.84;0
1;naval_base_spawn;2355.00;9.50;1997.00;0.40;3949
1;naval_base_spawn;2312.00;9.50;1977.00;-0.07;4284
1;naval_base_spawn;2262.00;9.50;2047.00;-1.22;3886
1;floating_harbor;2308.50;9.50;1967.02;-3.21;238
1;floating_harbor;2347.76;9.50;1978.57;-2.74;1738
1;floating_harbor;2263.42;9.50;2022.61;-4.36;1841
2;arms_factory;3295.00;9.70;1995.00;2.70;0
2;arms_factory;3286.00;9.70;2030.00;5.72;0
2;arms_factory;3311.00;9.70;2003.00;0.64;0
2;arms_factory;3342.00;9.70;2005.00;4.76;0
2;arms_factory;3332.00;9.70;2044.00;2.61;0
2;arms_factory;3326.00;9.70;2015.00;2.71;0
2;industrial_complex;3313.00;9.70;2039.00;0.55;0
2;industrial_complex;3280.00;9.70;2013.00;3.21;0
2;industrial_complex;3353.00;9.70;2000.00;4.77;0
2;industrial_complex;3287.00;9.70;1936.00;1.16;0
2;industrial_complex;3330.00;9.70;2024.00;5.28;0
2;industrial_complex;3279.00;9.70;1950.00;0.20;0
2;air_base;3288.00;9.70;2021.00;3.22;0
2;supply_node;3334.00;9.70;2018.00;1.13;0
2;supply_node;3295.00;9.70;1960.00;4.07;0
2;supply_node;3395.00;9.70;2029.00;0.72;0
2;supply_node;3300.00;9.70;2015.00;3.30;0
2;supply_node;3364.00;9.80;2020.00;6.24;0
2;bunker;3303.00;9.70;1976.00;0.71;0
2;bunker;3323.00;9.70;2046.00;4.83;0
